"Department","Category","Supplier","Year","Month","Dept.By.Year","Categ.By.Year","Total.Sales"
"WIDGETS","GREEN WIDGETS","Lean Green Widgets",2016,2,"WIDGETS 2016","GREEN WIDGETS 2016",29811
"WIDGETS","GREEN WIDGETS","The Widget is Always Greener",2016,2,"WIDGETS 2016","GREEN WIDGETS 2016",29525
"WIDGETS","GREEN WIDGETS","Green Widget Machine",2016,3,"WIDGETS 2016","GREEN WIDGETS 2016",48456
"WIDGETS","GREEN WIDGETS","Lean Green Widgets",2016,3,"WIDGETS 2016","GREEN WIDGETS 2016",48363
"WIDGETS","GREEN WIDGETS","The Widget is Always Greener",2016,3,"WIDGETS 2016","GREEN WIDGETS 2016",48985
"WIDGETS","GREEN WIDGETS","Green Widget Machine",2016,4,"WIDGETS 2016","GREEN WIDGETS 2016",67969
"WIDGETS","GREEN WIDGETS","Lean Green Widgets",2016,4,"WIDGETS 2016","GREEN WIDGETS 2016",67932
"WIDGETS","GREEN WIDGETS","The Widget is Always Greener",2016,4,"WIDGETS 2016","GREEN WIDGETS 2016",67615
"WIDGETS","GREEN WIDGETS","Green Widget Machine",2016,5,"WIDGETS 2016","GREEN WIDGETS 2016",100739
"WIDGETS","GREEN WIDGETS","Lean Green Widgets",2016,5,"WIDGETS 2016","GREEN WIDGETS 2016",100891
"WIDGETS","GREEN WIDGETS","The Widget is Always Greener",2016,5,"WIDGETS 2016","GREEN WIDGETS 2016",101584
"WIDGETS","GREEN WIDGETS","Green Widget Machine",2016,6,"WIDGETS 2016","GREEN WIDGETS 2016",171757
"WIDGETS","GREEN WIDGETS","Lean Green Widgets",2016,6,"WIDGETS 2016","GREEN WIDGETS 2016",171641
"WIDGETS","GREEN WIDGETS","The Widget is Always Greener",2016,6,"WIDGETS 2016","GREEN WIDGETS 2016",171311
"WIDGETS","GREEN WIDGETS","Green Widget Machine",2016,7,"WIDGETS 2016","GREEN WIDGETS 2016",211419
"WIDGETS","GREEN WIDGETS","Lean Green Widgets",2016,7,"WIDGETS 2016","GREEN WIDGETS 2016",212321
"WIDGETS","GREEN WIDGETS","The Widget is Always Greener",2016,7,"WIDGETS 2016","GREEN WIDGETS 2016",211310
"WIDGETS","GREEN WIDGETS","Green Widget Machine",2016,8,"WIDGETS 2016","GREEN WIDGETS 2016",234155
"WIDGETS","GREEN WIDGETS","Lean Green Widgets",2016,8,"WIDGETS 2016","GREEN WIDGETS 2016",234688
"WIDGETS","GREEN WIDGETS","The Widget is Always Greener",2016,8,"WIDGETS 2016","GREEN WIDGETS 2016",235234
"WIDGETS","GREEN WIDGETS","Green Widget Machine",2016,9,"WIDGETS 2016","GREEN WIDGETS 2016",186833
"WIDGETS","GREEN WIDGETS","Lean Green Widgets",2016,9,"WIDGETS 2016","GREEN WIDGETS 2016",186768
"WIDGETS","GREEN WIDGETS","The Widget is Always Greener",2016,9,"WIDGETS 2016","GREEN WIDGETS 2016",186982
"WIDGETS","GREEN WIDGETS","Green Widget Machine",2016,10,"WIDGETS 2016","GREEN WIDGETS 2016",116468
"WIDGETS","GREEN WIDGETS","Lean Green Widgets",2016,10,"WIDGETS 2016","GREEN WIDGETS 2016",116706
"WIDGETS","GREEN WIDGETS","The Widget is Always Greener",2016,10,"WIDGETS 2016","GREEN WIDGETS 2016",116356
"WIDGETS","GREEN WIDGETS","Green Widget Machine",2016,11,"WIDGETS 2016","GREEN WIDGETS 2016",68289
"WIDGETS","GREEN WIDGETS","Lean Green Widgets",2016,11,"WIDGETS 2016","GREEN WIDGETS 2016",68399
"WIDGETS","GREEN WIDGETS","The Widget is Always Greener",2016,11,"WIDGETS 2016","GREEN WIDGETS 2016",68615
"WIDGETS","GREEN WIDGETS","Green Widget Machine",2016,12,"WIDGETS 2016","GREEN WIDGETS 2016",76555
"WIDGETS","GREEN WIDGETS","Lean Green Widgets",2016,12,"WIDGETS 2016","GREEN WIDGETS 2016",76368
"WIDGETS","GREEN WIDGETS","The Widget is Always Greener",2016,12,"WIDGETS 2016","GREEN WIDGETS 2016",76326
"WIDGETS","GREEN WIDGETS","Green Widget Machine",2017,1,"WIDGETS 2017","GREEN WIDGETS 2017",20229
"WIDGETS","GREEN WIDGETS","Lean Green Widgets",2017,1,"WIDGETS 2017","GREEN WIDGETS 2017",20991
"WIDGETS","GREEN WIDGETS","The Widget is Always Greener",2017,1,"WIDGETS 2017","GREEN WIDGETS 2017",19632
"WIDGETS","GREEN WIDGETS","Green Widget Machine",2017,2,"WIDGETS 2017","GREEN WIDGETS 2017",30600
"WIDGETS","GREEN WIDGETS","Lean Green Widgets",2017,2,"WIDGETS 2017","GREEN WIDGETS 2017",30708
"WIDGETS","GREEN WIDGETS","The Widget is Always Greener",2017,2,"WIDGETS 2017","GREEN WIDGETS 2017",32176
"WIDGETS","GREEN WIDGETS","Green Widget Machine",2017,3,"WIDGETS 2017","GREEN WIDGETS 2017",33106
"WIDGETS","GREEN WIDGETS","Lean Green Widgets",2017,3,"WIDGETS 2017","GREEN WIDGETS 2017",32559
"WIDGETS","GREEN WIDGETS","The Widget is Always Greener",2017,3,"WIDGETS 2017","GREEN WIDGETS 2017",32203
"WIDGETS","GREEN WIDGETS","Green Widget Machine",2017,4,"WIDGETS 2017","GREEN WIDGETS 2017",73163
"WIDGETS","GREEN WIDGETS","Lean Green Widgets",2017,4,"WIDGETS 2017","GREEN WIDGETS 2017",72283
"WIDGETS","GREEN WIDGETS","The Widget is Always Greener",2017,4,"WIDGETS 2017","GREEN WIDGETS 2017",71458
"WIDGETS","GREEN WIDGETS","Green Widget Machine",2017,5,"WIDGETS 2017","GREEN WIDGETS 2017",109655
"WIDGETS","GREEN WIDGETS","Lean Green Widgets",2017,5,"WIDGETS 2017","GREEN WIDGETS 2017",110082
"WIDGETS","GREEN WIDGETS","The Widget is Always Greener",2017,5,"WIDGETS 2017","GREEN WIDGETS 2017",109335
"WIDGETS","GREEN WIDGETS","Green Widget Machine",2017,6,"WIDGETS 2017","GREEN WIDGETS 2017",160526
"WIDGETS","GREEN WIDGETS","Lean Green Widgets",2017,6,"WIDGETS 2017","GREEN WIDGETS 2017",159511
"WIDGETS","GREEN WIDGETS","The Widget is Always Greener",2017,6,"WIDGETS 2017","GREEN WIDGETS 2017",159452
"WIDGETS","GREEN WIDGETS","Green Widget Machine",2017,7,"WIDGETS 2017","GREEN WIDGETS 2017",199018
"WIDGETS","GREEN WIDGETS","Lean Green Widgets",2017,7,"WIDGETS 2017","GREEN WIDGETS 2017",194542
"WIDGETS","GREEN WIDGETS","The Widget is Always Greener",2017,7,"WIDGETS 2017","GREEN WIDGETS 2017",197878
"WIDGETS","GREEN WIDGETS","Green Widget Machine",2017,8,"WIDGETS 2017","GREEN WIDGETS 2017",219257
"WIDGETS","GREEN WIDGETS","Lean Green Widgets",2017,8,"WIDGETS 2017","GREEN WIDGETS 2017",219126
"WIDGETS","GREEN WIDGETS","The Widget is Always Greener",2017,8,"WIDGETS 2017","GREEN WIDGETS 2017",215717
"WIDGETS","GREEN WIDGETS","Green Widget Machine",2017,9,"WIDGETS 2017","GREEN WIDGETS 2017",177639
"WIDGETS","GREEN WIDGETS","Lean Green Widgets",2017,9,"WIDGETS 2017","GREEN WIDGETS 2017",178173
"WIDGETS","GREEN WIDGETS","The Widget is Always Greener",2017,9,"WIDGETS 2017","GREEN WIDGETS 2017",175891
"WIDGETS","GREEN WIDGETS","Green Widget Machine",2017,10,"WIDGETS 2017","GREEN WIDGETS 2017",102365
"WIDGETS","GREEN WIDGETS","Lean Green Widgets",2017,10,"WIDGETS 2017","GREEN WIDGETS 2017",107156
"WIDGETS","GREEN WIDGETS","The Widget is Always Greener",2017,10,"WIDGETS 2017","GREEN WIDGETS 2017",106154
"WIDGETS","GREEN WIDGETS","Green Widget Machine",2017,11,"WIDGETS 2017","GREEN WIDGETS 2017",67617
"WIDGETS","GREEN WIDGETS","Lean Green Widgets",2017,11,"WIDGETS 2017","GREEN WIDGETS 2017",67738
"WIDGETS","GREEN WIDGETS","The Widget is Always Greener",2017,11,"WIDGETS 2017","GREEN WIDGETS 2017",67945
"WIDGETS","GREEN WIDGETS","Green Widget Machine",2017,12,"WIDGETS 2017","GREEN WIDGETS 2017",85367
"WIDGETS","GREEN WIDGETS","Lean Green Widgets",2017,12,"WIDGETS 2017","GREEN WIDGETS 2017",84351
"WIDGETS","GREEN WIDGETS","The Widget is Always Greener",2017,12,"WIDGETS 2017","GREEN WIDGETS 2017",88803
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine",2014,1,"ZIDGETS 2014","GREEN ZIDGETS 2014",1021
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets",2014,1,"ZIDGETS 2014","GREEN ZIDGETS 2014",945
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener",2014,1,"ZIDGETS 2014","GREEN ZIDGETS 2014",901
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine",2014,2,"ZIDGETS 2014","GREEN ZIDGETS 2014",1617
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets",2014,2,"ZIDGETS 2014","GREEN ZIDGETS 2014",1657
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener",2014,2,"ZIDGETS 2014","GREEN ZIDGETS 2014",1733
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine",2014,3,"ZIDGETS 2014","GREEN ZIDGETS 2014",2811
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets",2014,3,"ZIDGETS 2014","GREEN ZIDGETS 2014",2902
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener",2014,3,"ZIDGETS 2014","GREEN ZIDGETS 2014",2714
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine",2014,4,"ZIDGETS 2014","GREEN ZIDGETS 2014",4475
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets",2014,4,"ZIDGETS 2014","GREEN ZIDGETS 2014",4379
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener",2014,4,"ZIDGETS 2014","GREEN ZIDGETS 2014",4391
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine",2014,5,"ZIDGETS 2014","GREEN ZIDGETS 2014",9486
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets",2014,5,"ZIDGETS 2014","GREEN ZIDGETS 2014",9511
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener",2014,5,"ZIDGETS 2014","GREEN ZIDGETS 2014",9611
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine",2014,6,"ZIDGETS 2014","GREEN ZIDGETS 2014",17235
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets",2014,6,"ZIDGETS 2014","GREEN ZIDGETS 2014",17141
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener",2014,6,"ZIDGETS 2014","GREEN ZIDGETS 2014",17004
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine",2014,7,"ZIDGETS 2014","GREEN ZIDGETS 2014",32654
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets",2014,7,"ZIDGETS 2014","GREEN ZIDGETS 2014",32381
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener",2014,7,"ZIDGETS 2014","GREEN ZIDGETS 2014",32824
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine",2014,8,"ZIDGETS 2014","GREEN ZIDGETS 2014",32670
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets",2014,8,"ZIDGETS 2014","GREEN ZIDGETS 2014",32833
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener",2014,8,"ZIDGETS 2014","GREEN ZIDGETS 2014",32857
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine",2014,9,"ZIDGETS 2014","GREEN ZIDGETS 2014",15157
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets",2014,9,"ZIDGETS 2014","GREEN ZIDGETS 2014",15199
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener",2014,9,"ZIDGETS 2014","GREEN ZIDGETS 2014",14929
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine",2014,10,"ZIDGETS 2014","GREEN ZIDGETS 2014",7691
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets",2014,10,"ZIDGETS 2014","GREEN ZIDGETS 2014",7842
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener",2014,10,"ZIDGETS 2014","GREEN ZIDGETS 2014",7893
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine",2014,11,"ZIDGETS 2014","GREEN ZIDGETS 2014",3264
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets",2014,11,"ZIDGETS 2014","GREEN ZIDGETS 2014",3102
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener",2014,11,"ZIDGETS 2014","GREEN ZIDGETS 2014",3057
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine",2014,12,"ZIDGETS 2014","GREEN ZIDGETS 2014",6697
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets",2014,12,"ZIDGETS 2014","GREEN ZIDGETS 2014",6565
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener",2014,12,"ZIDGETS 2014","GREEN ZIDGETS 2014",6658
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine",2015,1,"ZIDGETS 2015","GREEN ZIDGETS 2015",1563
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets",2015,1,"ZIDGETS 2015","GREEN ZIDGETS 2015",1541
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener",2015,1,"ZIDGETS 2015","GREEN ZIDGETS 2015",1608
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine",2015,2,"ZIDGETS 2015","GREEN ZIDGETS 2015",1247
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets",2015,2,"ZIDGETS 2015","GREEN ZIDGETS 2015",1412
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener",2015,2,"ZIDGETS 2015","GREEN ZIDGETS 2015",1392
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine",2015,3,"ZIDGETS 2015","GREEN ZIDGETS 2015",2211
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets",2015,3,"ZIDGETS 2015","GREEN ZIDGETS 2015",2226
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener",2015,3,"ZIDGETS 2015","GREEN ZIDGETS 2015",2208
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine",2015,4,"ZIDGETS 2015","GREEN ZIDGETS 2015",4487
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets",2015,4,"ZIDGETS 2015","GREEN ZIDGETS 2015",4638
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener",2015,4,"ZIDGETS 2015","GREEN ZIDGETS 2015",4361
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine",2015,5,"ZIDGETS 2015","GREEN ZIDGETS 2015",9174
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets",2015,5,"ZIDGETS 2015","GREEN ZIDGETS 2015",9066
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener",2015,5,"ZIDGETS 2015","GREEN ZIDGETS 2015",9199
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",18077
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",18320
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",18459
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine",2015,7,"ZIDGETS 2015","GREEN ZIDGETS 2015",24150
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets",2015,7,"ZIDGETS 2015","GREEN ZIDGETS 2015",24331
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener",2015,7,"ZIDGETS 2015","GREEN ZIDGETS 2015",24361
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine",2015,8,"ZIDGETS 2015","GREEN ZIDGETS 2015",28014
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets",2015,8,"ZIDGETS 2015","GREEN ZIDGETS 2015",27766
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener",2015,8,"ZIDGETS 2015","GREEN ZIDGETS 2015",27678
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine",2015,9,"ZIDGETS 2015","GREEN ZIDGETS 2015",14400
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets",2015,9,"ZIDGETS 2015","GREEN ZIDGETS 2015",14396
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener",2015,9,"ZIDGETS 2015","GREEN ZIDGETS 2015",14416
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine",2015,10,"ZIDGETS 2015","GREEN ZIDGETS 2015",5783
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets",2015,10,"ZIDGETS 2015","GREEN ZIDGETS 2015",5864
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener",2015,10,"ZIDGETS 2015","GREEN ZIDGETS 2015",5803
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine",2015,11,"ZIDGETS 2015","GREEN ZIDGETS 2015",4142
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets",2015,11,"ZIDGETS 2015","GREEN ZIDGETS 2015",4045
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener",2015,11,"ZIDGETS 2015","GREEN ZIDGETS 2015",4111
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine",2015,12,"ZIDGETS 2015","GREEN ZIDGETS 2015",5755
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets",2015,12,"ZIDGETS 2015","GREEN ZIDGETS 2015",5627
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener",2015,12,"ZIDGETS 2015","GREEN ZIDGETS 2015",5744
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine",2016,1,"ZIDGETS 2016","GREEN ZIDGETS 2016",1307
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets",2016,1,"ZIDGETS 2016","GREEN ZIDGETS 2016",1246
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener",2016,1,"ZIDGETS 2016","GREEN ZIDGETS 2016",1164
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine",2016,2,"ZIDGETS 2016","GREEN ZIDGETS 2016",1345
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets",2016,2,"ZIDGETS 2016","GREEN ZIDGETS 2016",1354
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener",2016,2,"ZIDGETS 2016","GREEN ZIDGETS 2016",1358
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine",2016,3,"ZIDGETS 2016","GREEN ZIDGETS 2016",2979
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets",2016,3,"ZIDGETS 2016","GREEN ZIDGETS 2016",3023
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener",2016,3,"ZIDGETS 2016","GREEN ZIDGETS 2016",2910
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine",2016,4,"ZIDGETS 2016","GREEN ZIDGETS 2016",2301
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets",2016,4,"ZIDGETS 2016","GREEN ZIDGETS 2016",2435
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener",2016,4,"ZIDGETS 2016","GREEN ZIDGETS 2016",2381
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine",2016,5,"ZIDGETS 2016","GREEN ZIDGETS 2016",7069
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets",2016,5,"ZIDGETS 2016","GREEN ZIDGETS 2016",6983
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener",2016,5,"ZIDGETS 2016","GREEN ZIDGETS 2016",6946
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine",2016,6,"ZIDGETS 2016","GREEN ZIDGETS 2016",15634
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets",2016,6,"ZIDGETS 2016","GREEN ZIDGETS 2016",15440
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener",2016,6,"ZIDGETS 2016","GREEN ZIDGETS 2016",15583
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine",2016,7,"ZIDGETS 2016","GREEN ZIDGETS 2016",24522
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets",2016,7,"ZIDGETS 2016","GREEN ZIDGETS 2016",24842
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener",2016,7,"ZIDGETS 2016","GREEN ZIDGETS 2016",25167
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine",2016,8,"ZIDGETS 2016","GREEN ZIDGETS 2016",28385
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets",2016,8,"ZIDGETS 2016","GREEN ZIDGETS 2016",28757
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener",2016,8,"ZIDGETS 2016","GREEN ZIDGETS 2016",28520
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine",2016,9,"ZIDGETS 2016","GREEN ZIDGETS 2016",12192
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets",2016,9,"ZIDGETS 2016","GREEN ZIDGETS 2016",12147
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener",2016,9,"ZIDGETS 2016","GREEN ZIDGETS 2016",12302
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine",2016,10,"ZIDGETS 2016","GREEN ZIDGETS 2016",5120
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets",2016,10,"ZIDGETS 2016","GREEN ZIDGETS 2016",5157
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener",2016,10,"ZIDGETS 2016","GREEN ZIDGETS 2016",5246
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine",2016,11,"ZIDGETS 2016","GREEN ZIDGETS 2016",3438
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets",2016,11,"ZIDGETS 2016","GREEN ZIDGETS 2016",3344
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener",2016,11,"ZIDGETS 2016","GREEN ZIDGETS 2016",3321
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine",2016,12,"ZIDGETS 2016","GREEN ZIDGETS 2016",4150
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets",2016,12,"ZIDGETS 2016","GREEN ZIDGETS 2016",4006
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener",2016,12,"ZIDGETS 2016","GREEN ZIDGETS 2016",4107
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine",2017,1,"ZIDGETS 2017","GREEN ZIDGETS 2017",1035
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets",2017,1,"ZIDGETS 2017","GREEN ZIDGETS 2017",999
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener",2017,1,"ZIDGETS 2017","GREEN ZIDGETS 2017",1232
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine",2017,2,"ZIDGETS 2017","GREEN ZIDGETS 2017",1055
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets",2017,2,"ZIDGETS 2017","GREEN ZIDGETS 2017",1270
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener",2017,2,"ZIDGETS 2017","GREEN ZIDGETS 2017",907
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine",2017,3,"ZIDGETS 2017","GREEN ZIDGETS 2017",1328
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets",2017,3,"ZIDGETS 2017","GREEN ZIDGETS 2017",1384
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener",2017,3,"ZIDGETS 2017","GREEN ZIDGETS 2017",1514
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine",2017,4,"ZIDGETS 2017","GREEN ZIDGETS 2017",5142
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets",2017,4,"ZIDGETS 2017","GREEN ZIDGETS 2017",4745
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener",2017,4,"ZIDGETS 2017","GREEN ZIDGETS 2017",4837
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine",2017,5,"ZIDGETS 2017","GREEN ZIDGETS 2017",5944
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets",2017,5,"ZIDGETS 2017","GREEN ZIDGETS 2017",5902
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener",2017,5,"ZIDGETS 2017","GREEN ZIDGETS 2017",5322
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine",2017,6,"ZIDGETS 2017","GREEN ZIDGETS 2017",12066
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets",2017,6,"ZIDGETS 2017","GREEN ZIDGETS 2017",12233
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener",2017,6,"ZIDGETS 2017","GREEN ZIDGETS 2017",12125
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine",2017,7,"ZIDGETS 2017","GREEN ZIDGETS 2017",19762
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets",2017,7,"ZIDGETS 2017","GREEN ZIDGETS 2017",19453
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener",2017,7,"ZIDGETS 2017","GREEN ZIDGETS 2017",19503
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine",2017,8,"ZIDGETS 2017","GREEN ZIDGETS 2017",22357
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets",2017,8,"ZIDGETS 2017","GREEN ZIDGETS 2017",21672
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener",2017,8,"ZIDGETS 2017","GREEN ZIDGETS 2017",22285
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine",2017,9,"ZIDGETS 2017","GREEN ZIDGETS 2017",10254
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets",2017,9,"ZIDGETS 2017","GREEN ZIDGETS 2017",10450
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener",2017,9,"ZIDGETS 2017","GREEN ZIDGETS 2017",10876
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine",2017,10,"ZIDGETS 2017","GREEN ZIDGETS 2017",5029
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets",2017,10,"ZIDGETS 2017","GREEN ZIDGETS 2017",5144
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener",2017,10,"ZIDGETS 2017","GREEN ZIDGETS 2017",5147
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine",2017,11,"ZIDGETS 2017","GREEN ZIDGETS 2017",2852
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets",2017,11,"ZIDGETS 2017","GREEN ZIDGETS 2017",2933
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener",2017,11,"ZIDGETS 2017","GREEN ZIDGETS 2017",2552
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine",2017,12,"ZIDGETS 2017","GREEN ZIDGETS 2017",4917
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets",2017,12,"ZIDGETS 2017","GREEN ZIDGETS 2017",5237
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener",2017,12,"ZIDGETS 2017","GREEN ZIDGETS 2017",4755
"FIDGETS","RED FIDGETS","Red Fidgets Unlimted",2014,1,"FIDGETS 2014","RED FIDGETS 2014",7802
